# t		exp		poly		gaus
1.202114		274.184900		-4.832726		1.281685
2.113443		173.715618		-5.538150		1.338912
3.176461		101.907104		-6.664897		2.246633
4.000879		67.666824		-8.223139		2.346828
4.844364		44.254383		-10.371815		3.253703
6.182787		22.595741		-13.968993		4.419738
8.090405		8.899439		-23.104734		5.488290
8.448650		6.588952		-25.047867		6.860396
9.183432		5.727840		-29.370289		6.978149
9.799100		4.187121		-31.929466		7.504887
10.716116		1.700841		-38.178566		8.845374
11.259837		1.859071		-41.310308		10.960533
13.008296		0.432300		-53.262618		14.237776
13.833275		0.239758		-60.424042		18.200652
15.494827		0.461398		-74.474884		23.782196
16.080253		0.360391		-79.311062		26.505392
16.784482		0.402566		-86.467379		29.808221
18.600433		-0.339840		-101.853048		40.359543
18.750451		-0.223312		-104.948368		41.438713
20.541473		-0.010068		-123.086870		54.492745
21.217070		0.257722		-130.330273		60.877997
21.926697		0.537288		-138.251892		67.076852
23.432525		0.183584		-154.438285		82.882874
24.618556		0.035560		-167.855155		97.002493
23.802225		0.826149		-159.156931		87.379085
26.002312		-0.450370		-185.257187		115.647528
28.018813		-0.196021		-209.876325		146.156588
27.792014		-0.434782		-206.395826		142.290811
29.124246		-0.118051		-223.373177		164.422316
30.443514		0.580427		-238.369087		188.036477
30.800431		0.166771		-242.969090		195.147809
31.382164		-0.654692		-250.967507		206.630370
33.487759		0.560451		-277.827342		250.221460
33.913381		-1.399839		-282.784764		258.015195
35.030580		-0.115735		-297.586212		282.161943
35.729343		-0.025094		-305.947058		297.402645
36.280565		0.775833		-312.405011		309.678156
37.663187		-0.013339		-329.546110		339.571934
39.189458		-0.077413		-347.898012		371.416911
41.051830		-0.031301		-370.128232		408.230905
41.375691		0.222502		-374.510548		414.108423
42.821710		-0.390620		-391.848059		438.225023
42.194353		0.081476		-383.683707		427.644220
44.326381		-0.569899		-408.481797		460.625697
45.095371		0.582011		-415.941865		470.744876
46.709530		-0.527394		-434.090896		486.008905
46.914665		-0.240733		-434.825846		488.326030
47.519503		0.567329		-442.374366		492.438293
49.058260		-0.454606		-457.121502		497.943638
50.580239		1.246791		-470.803481		499.768625
50.059742		-0.002805		-466.259193		500.565324
51.235192		0.829797		-476.793473		498.330727
53.187271		-0.399257		-493.072521		487.153049
53.817812		0.153795		-499.212390		481.177373
54.673725		0.643394		-504.368324		473.435292
55.659648		-0.164149		-511.265895		460.219275
57.332320		-0.224433		-520.970119		435.830843
58.728905		0.091674		-528.639399		411.109237
60.708989		0.470529		-536.251112		373.961413
60.274334		-0.222534		-534.912506		381.539655
61.843994		-0.616587		-540.436912		349.178379
60.764272		-0.680408		-537.295865		372.494253
62.931690		-0.166359		-543.140673		326.664323
63.545485		0.264742		-544.710373		312.742338
65.078841		0.132874		-546.677869		279.809312
66.857481		-0.424132		-545.755193		243.125273
66.601146		0.082882		-545.189441		247.830851
67.611361		-0.112808		-544.094656		227.764323
70.078185		0.489063		-538.854100		179.280137
70.498058		0.417052		-536.468020		170.651321
70.638474		0.457315		-535.815957		169.005075
72.007549		0.138141		-529.242396		145.234066
73.066575		-0.032803		-523.518267		128.152557
75.150321		0.309584		-507.867927		98.562386
74.618453		0.163224		-511.990836		106.764471
75.557478		-0.816449		-504.200883		94.585065
76.814283		0.220142		-492.252466		80.220691
77.720782		-0.455138		-483.151773		70.222897
79.583021		-0.060028		-459.901462		53.700308
79.870039		-1.096311		-455.965287		51.738467
81.410335		-0.482580		-433.719655		40.422587
81.916475		0.336191		-426.271428		37.096187
83.401455		-0.733510		-402.141613		28.792140
84.644991		0.369351		-378.733081		23.318942
85.398553		0.404339		-364.306752		20.409516
86.051322		-0.206146		-350.754758		18.213623
85.865877		0.309447		-354.958012		18.636504
88.322094		0.453416		-299.869952		12.200634
88.209656		0.968511		-302.765756		11.228990
90.049551		0.528911		-257.613356		8.164313
91.444496		0.026680		-220.554646		6.765316
92.068271		-0.158715		-201.077109		5.922872
92.938754		0.251157		-176.245010		3.686752
93.324226		-0.522103		-164.152989		3.407390
94.956501		0.520791		-112.361049		2.836116
95.320214		-0.689150		-100.245543		2.176344
96.550623		0.619698		-57.846744		1.996635
98.040088		-0.720053		-3.183300		1.770760
98.582135		-0.345729		17.309493		1.625150
